game_pk,date,season,side,pitcher_id,k_actual,lineup_ids,exp_ks,p_over,p10,p90
746733,2024-04-05,2024,away,500779,4,"596019,624413,682626,683146,516782,621438,643446,664056,670097",4.8549,0.0,2.0,7.0
746733,2024-04-05,2024,home,668881,6,"663697,669352,687952,600869,641584,682829,669289,666181,571912",4.7827,0.0,2.0,7.0
744874,2024-04-05,2024,away,605400,4,"656941,607208,547180,592663,664761,681082,592206,669016,679032",4.77245,0.0,2.0,7.0
744874,2024-04-05,2024,home,571578,6,"682928,657041,608385,608841,608336,660688,696285,671277,702358",4.8303,0.0,2.0,7.0
747143,2024-04-05,2024,away,674072,5,"606466,682998,666971,572233,592626,553993,672515,677942,664983",4.79115,0.0,2.0,7.0
747143,2024-04-05,2024,home,675911,4,"660670,645277,663586,621566,542303,672284,671739,657088,518595",4.8366,0.0,2.0,7.0
746328,2024-04-05,2024,away,607200,4,"643217,660162,669699,607680,683734,543257,657557,670032,686676",4.8459,0.0,2.0,7.0
746328,2024-04-05,2024,home,663903,4,"672580,677951,686469,680118,666023,676369,624428,592669,664728",4.83735,0.0,2.0,7.0
745033,2024-04-05,2024,away,686613,3,"643289,572138,663656,666197,673237,676801,547989,665161,676694",4.85995,0.0,2.0,7.0
745033,2024-04-05,2024,home,674003,4,"679822,677649,694671,608671,694497,665120,641680,669701,665750",4.7977,0.0,2.0,7.0
746007,2024-04-05,2024,away,669302,7,"641487,677594,593871,571745,641598,663728,664238,669392,649966",4.8254,0.0,2.0,7.0
746007,2024-04-05,2024,home,642547,7,"694192,661388,592885,642715,686554,656555,686217,641343,668930",4.87075,0.0,3.0,7.0
746249,2024-04-05,2024,away,676710,5,"680776,646240,622569,807799,641933,671213,665839,678882,624512",4.78425,0.0,2.0,7.0
746249,2024-04-05,2024,home,656288,4,"543685,694384,545361,621493,592273,593934,666160,681351,687263",4.77285,0.0,2.0,7.0
746498,2024-04-06,2024,away,621112,4,"676116,680869,668709,667670,664913,605204,669127,671732,669397",4.7808,0.0,2.0,7.0
746498,2024-04-06,2024,home,628317,3,"678009,679529,681481,682985,592192,690993,570482,595879,608348",4.7988,0.0,2.0,7.0
745926,2024-04-06,2024,away,471911,6,"680757,665926,608070,647304,671289,686823,666310,681807,677587",4.7848,0.0,2.0,7.0
745926,2024-04-06,2024,home,657746,7,"666397,621043,666135,621439,596146,467793,670242,680777,650489",4.812,0.0,2.0,7.0
745197,2024-04-06,2024,away,669432,3,"650333,605137,669394,650559,665862,641313,541645,656896,542194",4.84075,0.0,2.0,7.0
745197,2024-04-06,2024,home,571927,3,"680977,502671,571448,671056,669357,672279,676475,691026,687363",4.8473,0.0,2.0,7.0
746896,2024-04-06,2024,away,808967,8,"605141,660271,518692,606192,571970,681546,621035,500743,605131",4.8479,0.0,3.0,7.0
746896,2024-04-06,2024,home,696136,7,"664023,673548,641355,666624,621020,683737,663538,670156,643565",4.85005,0.0,2.0,7.0
745522,2024-04-06,2024,away,669330,3,"683002,668939,669169,623993,676059,656811,656775,602104,643393",4.82545,0.0,2.0,7.0
745522,2024-04-06,2024,home,663559,1,"665833,668804,656582,669261,658668,642133,669707,680779,663647",4.84765,0.0,2.0,7.0
744873,2024-04-06,2024,away,624133,4,"656941,607208,547180,592663,664761,681082,592206,669016,679032",4.8408,0.0,2.0,7.0
744873,2024-04-06,2024,home,663623,5,"657041,608841,608336,660688,608385,545121,702358,592696,671277",4.82075,0.0,2.0,7.0
746731,2024-04-06,2024,away,622663,7,"607043,596019,624413,683146,516782,621438,643446,664056,553882",4.83485,0.0,2.0,7.0
746731,2024-04-06,2024,home,607259,6,"663697,669289,687952,669352,641584,682829,668715,656413,663886",4.8556,0.0,2.0,7.0
745031,2024-04-06,2024,away,641585,4,"514888,670541,663656,608324,673237,676801,547989,665161,572138",4.79545,0.0,2.0,7.0
745031,2024-04-06,2024,home,592351,3,"543760,608369,694671,666969,694497,665120,641680,669701,665750",4.7722,0.0,2.0,7.0
745766,2024-04-06,2024,away,592332,0,"543807,665489,666182,457759,596129,676391,676914,672386,624415",4.83535,0.0,2.0,7.0
745766,2024-04-06,2024,home,657376,4,"650402,665742,592450,519203,519317,657077,683011,669224,665828",4.79355,0.0,2.0,7.0
746329,2024-04-06,2024,away,623167,4,"643217,660162,683734,657757,607680,657557,672820,666150,686676",4.8751,0.0,2.0,7.0
746329,2024-04-06,2024,home,608379,8,"672580,677951,686469,521692,669004,676369,680118,641658,664728",4.8461,0.0,2.0,7.0
746006,2024-04-06,2024,away,682243,7,"641487,677594,593871,571745,641598,663728,664238,649966,670042",4.78115,0.0,2.0,7.0
746006,2024-04-06,2024,home,669084,5,"686217,661388,592885,642715,656555,687401,596142,668930,694192",4.84475,0.0,2.0,7.0
747140,2024-04-06,2024,away,694297,7,"606466,682998,666971,572233,607054,592626,672515,664983,677942",4.82445,0.0,2.0,7.0
747140,2024-04-06,2024,home,608331,5,"660670,645277,663586,621566,542303,671739,606115,518595,672284",4.86195,0.0,3.0,7.0
746575,2024-04-06,2024,away,641302,4,"650490,664040,668227,670623,680700,623912,642708,666163,642350",4.8409,0.0,2.0,7.0
746575,2024-04-06,2024,home,663372,10,"453568,663898,666134,553869,641857,595909,678662,669911,686668",4.78665,0.0,2.0,7.0
745359,2024-04-06,2024,away,650633,4,"593428,665487,630105,592518,673490,640492,669134,642180,701538",4.80975,0.0,2.0,7.0
745359,2024-04-06,2024,home,676775,1,"808982,527038,624585,624424,656305,642731,573262,608596,605113",4.80725,0.0,2.0,7.0
746248,2024-04-06,2024,away,676477,4,"680776,624512,646240,641933,807799,671213,677800,657136,665839",4.83535,0.0,2.0,7.0
746248,2024-04-06,2024,home,672282,12,"543685,694384,545361,621493,543305,681351,650859,666160,687263",4.83715,0.0,2.0,7.0
745523,2024-04-07,2024,away,665152,6,"683002,668939,663624,623993,676059,669720,656775,543510,622761",4.8314,0.0,2.0,7.0
745523,2024-04-07,2024,home,594835,4,"665833,668804,663647,669261,656582,642133,658668,669707,680779",4.7956,0.0,2.0,7.0
744871,2024-04-07,2024,away,650911,1,"656941,607208,547180,592663,664761,592206,593160,681082,669016",4.8622,0.0,2.0,7.0
744871,2024-04-07,2024,home,669022,6,"696285,608385,657041,608336,608841,656180,545121,702358,683083",4.8389,0.0,2.0,7.0
747141,2024-04-07,2024,away,669194,7,"606466,682998,666971,572233,553993,664983,677942,672515,621028",4.84995,0.0,2.0,7.0
747141,2024-04-07,2024,home,519242,6,"660670,645277,663586,621566,542303,671739,606115,672284,644433",4.79415,0.0,2.0,7.0
745765,2024-04-07,2024,away,670102,5,"543807,665489,666182,672386,624415,676391,676914,643396,595281",4.78185,0.0,2.0,7.0
745765,2024-04-07,2024,home,661563,8,"650402,665742,592450,519203,519317,657077,683011,669224,665828",4.78855,0.0,2.0,7.0
746734,2024-04-07,2024,away,640455,6,"607043,596019,624413,682626,683146,516782,621438,643446,664056",4.8176,0.0,2.0,7.0
746734,2024-04-07,2024,home,671096,4,"663697,668715,687952,600869,666181,682829,641584,571912,605361",4.86085,0.0,2.0,7.0
746493,2024-04-07,2024,away,671212,6,"687231,680869,668709,671732,664913,605204,676116,669127,669397",4.84645,0.0,2.0,7.0
746493,2024-04-07,2024,home,656427,5,"628451,682985,679529,663837,690993,592192,570482,656716,608348",4.8645,0.0,2.0,7.0
746330,2024-04-07,2024,away,676979,5,"543257,660162,657757,683734,643217,666150,672820,657557,686676",4.8402,0.0,2.0,7.0
746330,2024-04-07,2024,home,679525,3,"672580,677951,624428,521692,680118,669004,592669,666023,664728",4.8055,0.0,2.0,7.0
746003,2024-04-07,2024,away,676106,6,"641487,669392,593871,649966,670042,664238,668942,686527,664874",4.8003,0.0,2.0,7.0
746003,2024-04-07,2024,home,607067,3,"687401,661388,642715,641343,596142,686217,694192,655316,663368",4.89035,0.0,3.0,7.0
745198,2024-04-07,2024,away,676974,3,"650333,656896,669394,660644,660821,641313,650559,624503,542194",4.79545,0.0,2.0,7.0
745198,2024-04-07,2024,home,502043,5,"680977,686780,672279,671056,669357,691023,676475,691026,687363",4.81285,0.0,2.0,7.0
746895,2024-04-07,2024,away,694813,5,"605141,660271,666211,669257,681546,571771,621035,666158,500743",4.8002,0.0,2.0,7.0
746895,2024-04-07,2024,home,684007,3,"664023,673548,641355,666624,621020,683737,663538,643565,665804",4.8611,0.0,2.0,7.0
746574,2024-04-07,2024,away,686752,11,"650490,664040,642708,670623,680700,676609,668853,642350,666163",4.8529,0.0,3.0,7.0
746574,2024-04-07,2024,home,641712,4,"663898,678662,641857,592178,666134,669911,686668,595909,553869",4.76885,0.0,2.0,7.0
745362,2024-04-07,2024,away,663362,5,"593428,665487,630105,592518,673490,688363,642180,701538,669134",4.78245,0.0,2.0,7.0
745362,2024-04-07,2024,home,657277,3,"808982,666149,624585,624424,656305,642731,596103,672275,605113",4.8447,0.0,2.0,7.0
746251,2024-04-07,2024,away,656557,7,"680776,666915,641933,671213,807799,665839,678882,624512,666152",4.80605,0.0,2.0,7.0
746251,2024-04-07,2024,home,681217,7,"543685,694384,545361,621493,592273,593934,642136,666176,650859",4.77185,0.0,2.0,7.0
745032,2024-04-07,2024,away,669854,4,"514888,670541,663656,608324,673237,547989,676801,665161,676694",4.782,0.0,2.0,7.0
745032,2024-04-07,2024,home,641540,7,"543760,608369,694671,666969,679822,677649,641680,669701,608671",4.83545,0.0,2.0,7.0
746654,2024-04-08,2024,away,621383,5,"543257,660162,657757,683734,643217,666150,657557,686676,670032",4.8534,0.0,2.0,7.0
746654,2024-04-08,2024,home,663474,2,"680757,608070,681807,647304,671289,657656,665926,595978,677587",4.8089,0.0,2.0,7.0
745761,2024-04-08,2024,away,666200,4,"624503,650559,605137,669394,641313,541645,656896,660644,663743",4.83155,0.0,2.0,7.0
745761,2024-04-08,2024,home,641482,6,"650402,665742,592450,519317,519203,683011,657077,624431,542932",4.80825,0.0,2.0,7.0
745520,2024-04-08,2024,away,681857,3,"570482,682985,679529,592192,690993,663837,595879,672761,668670",4.8535,0.0,2.0,7.0
745520,2024-04-08,2024,home,656605,9,"665833,668804,663647,669261,457705,642133,572191,669707,663698",4.85465,0.0,2.0,7.0
746735,2024-04-08,2024,away,676879,2,"686554,661388,592885,642715,686217,656555,694192,668930,687401",4.83895,0.0,2.0,7.0
746735,2024-04-08,2024,home,668933,6,"656413,668715,687952,600869,663886,682829,669289,666181,669352",4.83985,0.0,2.0,7.0
744956,2024-04-08,2024,away,622491,6,"641487,677594,593871,571745,641598,663728,664034,686527,668942",4.8532,0.0,2.0,7.0
744956,2024-04-08,2024,home,621244,6,"543807,665489,666182,457759,662139,624415,672386,643396,595281",4.86385,0.0,2.0,7.0
747142,2024-04-08,2024,away,527054,3,"607043,596019,624413,682626,683146,516782,621466,643446,621438",4.77915,0.0,2.0,7.0
747142,2024-04-08,2024,home,450203,4,"660670,645277,663586,621566,542303,671739,606115,518595,672284",4.84275,0.0,2.0,7.0
745925,2024-04-08,2024,away,572020,4,"605141,660271,518692,669257,571970,606192,500743,681546,621035",4.78555,0.0,2.0,7.0
745925,2024-04-08,2024,home,641927,7,"670242,621043,680777,621439,666397,666135,543877,467793,650489",4.7778,0.0,2.0,7.0
745194,2024-04-08,2024,away,605513,6,"665506,607208,547180,664761,681082,592206,669016,596117,679032",4.79565,0.0,2.0,7.0
745194,2024-04-08,2024,home,571945,3,"680977,502671,669357,571448,671056,672279,691023,691026,687363",4.84935,0.0,2.0,7.0
745034,2024-04-08,2024,away,668874,0,"514888,676694,663656,608324,676801,665161,547989,643289,605170",4.79005,0.0,2.0,7.0
745034,2024-04-08,2024,home,571760,2,"543760,608369,694671,666969,694497,669701,665120,668800,665750",4.84545,0.0,2.0,7.0
746569,2024-04-08,2024,away,668678,10,"606466,682998,666971,572233,553993,672515,664983,607054,621028",4.83235,0.0,2.0,7.0
746569,2024-04-08,2024,home,607536,2,"453568,678662,641857,553869,595909,666134,663898,669911,686668",4.841,0.0,2.0,7.0
746252,2024-04-08,2024,away,621107,5,"650490,623912,668227,670623,642708,678554,642350,676609,650907",4.79255,0.0,2.0,7.0
746252,2024-04-08,2024,home,542881,3,"543685,666160,545361,621493,593934,592273,650859,681351,687263",4.84205,0.0,2.0,7.0
745432,2024-04-08,2024,away,665871,7,"664023,673548,641355,643265,621020,683737,663538,643565,665804",4.7814,0.0,2.0,7.0
745432,2024-04-08,2024,home,506433,4,"593428,665487,630105,592518,640492,673490,669134,701538,688363",4.8388,0.0,2.0,7.0
745363,2024-04-08,2024,away,592866,2,"696285,608385,657041,608336,608841,660688,545121,702358,671277",4.81285,0.0,2.0,7.0
745363,2024-04-08,2024,home,605483,5,"808982,527038,664774,624585,656305,573262,642731,672275,605113",4.8052,0.0,2.0,7.0
745517,2024-04-09,2024,away,663554,2,"663837,592192,682985,656716,678009,690993,671345,595879,668670",4.8617,0.0,2.0,7.0
745517,2024-04-09,2024,home,527048,7,"669707,668804,663647,669261,656582,642133,572191,680779,665833",4.8082,0.0,2.0,7.0
746981,2024-04-09,2024,away,669203,6,"683002,668939,669720,656811,663624,656775,681297,602104,622761",4.8099,0.0,2.0,7.0
746981,2024-04-09,2024,home,678394,3,"680776,646240,641933,671213,807799,678882,665839,663853,657136",4.8633,0.0,2.0,7.0
746653,2024-04-09,2024,away,647336,4,"543257,670032,672820,683734,686676,643217,666150,657557,455117",4.82575,0.0,2.0,7.0
746653,2024-04-09,2024,home,671106,4,"680757,665926,608070,647304,671289,686823,657656,666310,664314",4.8467,0.0,2.0,7.0
746732,2024-04-09,2024,away,605452,7,"687401,661388,592885,642715,641343,656555,686217,668930,663368",4.8461,0.0,2.0,7.0
746732,2024-04-09,2024,home,593423,4,"663697,666181,687952,600869,641584,682829,668715,656413,663886",4.84565,0.0,2.0,7.0
745762,2024-04-09,2024,away,640462,2,"650333,650559,669394,605137,665862,641313,660821,660644,542194",4.78755,0.0,2.0,7.0
745762,2024-04-09,2024,home,607074,6,"650402,665742,592450,519317,519203,683011,657077,542932,669224",4.8488,0.0,2.0,7.0
744957,2024-04-09,2024,away,669923,3,"641487,677594,593871,664034,571745,641598,663728,670042,668942",4.8388,0.0,2.0,7.0
744957,2024-04-09,2024,home,605135,8,"543807,665489,666182,457759,676914,676391,672386,643396,662139",4.82575,0.0,2.0,7.0
747138,2024-04-09,2024,away,605288,1,"607043,516782,596019,624413,683146,621438,643446,664056,553882",4.85185,0.0,2.0,7.0
747138,2024-04-09,2024,home,625643,6,"660670,645277,663586,621566,542303,671739,606115,518595,672284",4.7651,0.0,2.0,7.0
746326,2024-04-09,2024,away,664299,4,"514888,670541,663656,608324,673237,676801,605170,665161,676694",4.80845,0.0,2.0,7.0
746326,2024-04-09,2024,home,666142,5,"672580,677951,641658,521692,680118,676369,624428,592669,664728",4.7859,0.0,2.0,7.0
745924,2024-04-09,2024,away,607192,14,"605141,660271,518692,669257,571970,606192,681546,621035,666158",4.84995,0.0,2.0,7.0
745924,2024-04-09,2024,home,686973,6,"666397,621043,666135,621439,669304,670242,650489,680777,668885",4.83725,0.0,2.0,7.0
745195,2024-04-09,2024,away,554430,5,"656941,607208,547180,596117,664761,681082,592206,669016,593160",4.876,0.0,3.0,7.0
745195,2024-04-09,2024,home,543243,5,"680977,502671,575929,571448,669357,671056,672279,691026,687363",4.85405,0.0,2.0,7.0
745030,2024-04-09,2024,away,622072,2,"647351,680869,668709,605204,687231,669127,663527,671732,669397",4.7994,0.0,2.0,7.0
745030,2024-04-09,2024,home,543135,8,"543760,669701,608671,666969,641680,677649,665120,694497,665750",4.8316,0.0,2.0,7.0
746571,2024-04-09,2024,away,518876,4,"682998,672515,606466,572233,553993,607054,545341,664983,677942",4.8526,0.0,2.0,7.0
746571,2024-04-09,2024,home,615698,6,"453568,678662,641857,553869,592178,666134,663898,595909,686668",4.86915,0.0,2.0,7.0
746250,2024-04-09,2024,away,650644,4,"650490,623912,668227,670623,642708,678554,642350,676609,650907",4.8362,0.0,2.0,7.0
746250,2024-04-09,2024,home,663776,6,"543685,593934,545361,621493,592273,543305,694384,681351,650859",4.8091,0.0,2.0,7.0
745357,2024-04-09,2024,away,672851,2,"682928,657041,608336,608841,608385,656180,545121,702358,696285",4.7781,0.0,2.0,7.0
745357,2024-04-09,2024,home,690986,8,"808982,596103,624585,624424,656305,642731,573262,608596,605113",4.7896,0.0,2.0,7.0
745433,2024-04-09,2024,away,676962,5,"664023,673548,641355,663611,621020,683737,663538,643265,543228",4.79585,0.0,2.0,7.0
745433,2024-04-09,2024,home,605397,5,"593428,665487,630105,592518,595777,673490,669134,701538,666703",4.7962,0.0,2.0,7.0
745923,2024-04-10,2024,away,676272,4,"605141,660271,518692,606192,571970,571771,621035,666211,605131",4.78515,0.0,2.0,7.0
745923,2024-04-10,2024,home,663978,5,"666397,621043,650489,621439,622534,668885,467793,543877,571657",4.84545,0.0,2.0,7.0
745196,2024-04-10,2024,away,605400,3,"656941,607208,547180,592663,664761,669016,592206,681082,679032",4.8114,0.0,2.0,7.0
745196,2024-04-10,2024,home,458681,6,"680977,575929,669357,571448,671056,672279,691026,691023,687363",4.78465,0.0,2.0,7.0
744950,2024-04-10,2024,away,669302,8,"641487,677594,664034,571745,593871,670042,663728,664238,686527",4.839,0.0,2.0,7.0
744950,2024-04-10,2024,home,579328,9,"543807,665489,666182,676914,624415,672386,643396,676391,662139",4.8521,0.0,2.0,7.0
746573,2024-04-10,2024,away,674072,6,"606466,682998,666971,572233,553993,664983,656464,571466,607054",4.8482,0.0,2.0,7.0
746573,2024-04-10,2024,home,596295,4,"678662,641857,592178,595909,666134,686668,663898,669911,453568",4.8456,0.0,2.0,7.0
745355,2024-04-10,2024,away,571578,2,"682928,657041,608385,608336,592696,702358,671277,686452,696285",4.854,0.0,2.0,7.0
745355,2024-04-10,2024,home,663855,2,"664774,527038,624424,624585,656305,608596,642731,605113,666149",4.8359,0.0,2.0,7.0
746247,2024-04-10,2024,away,641793,4,"650490,668227,680700,670623,678554,668853,676609,642350,666163",4.8351,0.0,2.0,7.0
746247,2024-04-10,2024,home,667755,6,"650859,666160,545361,621493,593934,592273,666176,642136,687263",4.85485,0.0,2.0,7.0
746655,2024-04-10,2024,away,607200,3,"543257,672820,657757,607680,643217,455117,666150,657557,670032",4.83985,0.0,2.0,7.0
746655,2024-04-10,2024,home,676440,2,"680757,665926,608070,671289,686823,657656,666310,681807,677587",4.8604,0.0,2.0,7.0
745429,2024-04-10,2024,away,543294,2,"664023,673548,641355,666624,683737,621020,643265,665804,663611",4.8482,0.0,2.0,7.0
745429,2024-04-10,2024,home,656302,7,"666703,665487,664954,592518,640492,673490,669134,701538,642180",4.86445,0.0,3.0,7.0
746728,2024-04-10,2024,away,489119,0,"694192,661388,592885,642715,686217,641343,663368,687401,668930",4.7967,0.0,2.0,7.0
746728,2024-04-10,2024,home,668881,9,"663697,668715,687952,600869,656413,682829,669289,666181,571912",4.80095,0.0,2.0,7.0
745763,2024-04-10,2024,away,677960,1,"650333,656896,669394,665862,660821,641313,650559,624503,663743",4.79545,0.0,2.0,7.0
745763,2024-04-10,2024,home,573186,7,"683011,665742,592450,663330,519203,650402,657077,542932,624431",4.8386,0.0,3.0,7.0
746980,2024-04-10,2024,away,608344,4,"683002,668939,623993,669720,663624,656775,681297,676059,702616",4.8017,0.0,2.0,7.0
746980,2024-04-10,2024,home,676710,6,"680776,641933,646240,671213,663853,677800,807799,624512,666152",4.78555,0.0,2.0,7.0
746323,2024-04-10,2024,away,681293,3,"643289,572138,663656,608324,673237,665161,666197,547989,676694",4.77325,0.0,2.0,7.0
746323,2024-04-10,2024,home,607625,2,"679845,666023,686469,680118,669004,676369,624428,592669,641658",4.83945,0.0,2.0,7.0
745024,2024-04-10,2024,away,548389,5,"647351,680869,605204,669127,663527,668709,664913,687231,671732",4.7899,0.0,2.0,7.0
745024,2024-04-10,2024,home,674003,7,"543760,608369,694497,666969,669701,641680,665120,608671,665750",4.79005,0.0,2.0,7.0
747137,2024-04-11,2024,away,500779,4,"621438,516782,670097,624413,683146,682626,643446,621466,664056",4.8714,0.0,3.0,7.0
747137,2024-04-11,2024,home,642216,1,"657088,645277,663586,621566,542303,594807,671739,606115,644433",4.79025,0.0,2.0,7.0
746322,2024-04-11,2024,away,686613,0,"514888,676694,663656,608324,673237,572138,665161,605170,643289",4.8819,0.0,2.0,7.0
746322,2024-04-11,2024,home,663903,4,"672580,641658,686469,680118,669004,676369,679845,666023,664728",4.82955,0.0,2.0,7.0
